Hunger,Abdominal bloating,Anemia,Bacterial infection,Weight loss,Loss of appetite,Mucus in stool,Menstrual irregularities,Diarrhea,Spasm,Throat burning sensation,Chest pain,Phlegm,Difficulty breathing,Jaundice,Hiccup,Sneeze,Hemorrhoids,Loose stools,Frequent urination,Headache,Urgent urination,Gastrointestinal discomfort,Shortness of breath,Chills,Heartburn,Sore throat,Nasal congestion,Indigestion,Back pain,Stomach ache,Perianal pain,Fatigue,Allergy,Bowel sounds,Cough,Dark stools,Vomiting,Muscle soreness,Dehydration,Intestinal obstruction,Nausea,Numbness in limbs,Fever,Restlessness,Vomiting blood,Dysbiosis,Drowsiness,Dizziness,Abdominal pain,Rectal bleeding,Palpitations,Mental fatigue,Helicobacter pylori infection,Reflux,Edema,Gastrointestinal dysfunction,Enlarged lymph nodes,Difficulty swallowing,Bitter taste in the mouth
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.1,0.5,0.0,0.0,0.8,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.1,0.0,0.8,0.0,0.0,0.0
0.1,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.4,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.1,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.4,0.1,0.0,0.4,0.0,0.0,0.2
0.8,0.0,0.0,0.1,0.8,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.8,0.1,0.0,0.1,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.4,0.0,0.8,0.8,0.0,0.8,0.8,0.1,0.0,0.8,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.0,0.0,0.0,0.1,0.8,0.1,0.1,0.0,0.1,0.8,0.1,0.1,0.0,0.0,0.4,0.0,0.1,0.1,0.0,0.0,0.0,0.8,0.0,0.1,0.8,0.0,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.1,0.0,0.1,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.2,0.4,0.8,0.0,0.8,0.1,0.4,0.8
0.0,0.0,0.0,37.3,0.0,0.0,0.0,0.1,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,7.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.9,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0
0.1,0.6,0.0,0.0,0.1,0.4,0.0,0.1,0.0,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.1,0.8,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.1,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.5,0.4,0.0,0.6,0.0,0.0,0.4
0.1,0.6,0.0,0.0,0.1,0.4,0.0,0.1,0.0,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.1,0.8,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.1,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.5,0.4,0.0,0.6,0.0,0.0,0.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.2
0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.1,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.2,0.4,0.1,0.4,0.0,0.0,0.0
0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1
0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.1,0.4,0.2,0.0,0.4,0.0,0.0,0.8
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.1
0.1,0.0,0.0,0.2,0.1,0.2,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.3,0.1,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.1,0.2,0.0,0.0,0.4,0.0,0.0,0.2
0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0.1,0.1,0.0,0.4,0.0,0.0,0.0
0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1
0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.8,0.0,0.4,0.0,0.0,0.8
0.0,0.4,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.4,0.0,0.0,0.8,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.8,0.0,0.0,0.4
0.1,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.1,0.0,0.2,0.0,0.0,0.2
0.1,0.0,0.0,0.2,0.1,0.8,0.0,0.0,0.8,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.8,0.0,0.1,0.8,0.0,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.8,0.2,0.0,0.1,0.0,0.8,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.8,0.2,0.0,0.1,0.8,0.1,0.0,0.8,0.1,0.0,0.8
